BAGS1R;EI;EIDW;ALL;ROKNA;BAGSO;{{N53404800,W005300000},{N53415333,W005460286},{N53392175,W005525891}}
BEPA1N;EI;EIDW;ALL;NASRI;BEPAN;{{N52313621,W006154949},{N53080348,W006172429},{N53101895,W006344077},{N53135536,W006433106},{N53190718,W006351690}}
BEPA1T;EI;EIDW;ALL;TULSO;BEPAN;{{N52313621,W006154949},{N53150000,W006174200},{N53163055,W006001935},{N53151989,W005402610},{N53115912,W005500665}}
BOYN1D;EI;EIDW;ALL;DINIL;BOYNE;{{N53460159,W005300000},{N53385320,W006133601},{N53421183,W006380922},{N53402600,W006272497}}
BOYN1R;EI;EIDW;ALL;ROKNA;BOYNE;{{N53460159,W005300000},{N53392175,W005525891}}
CML1N;EI;EIDW;ALL;NASRI;CML;{{N52271350,W007284827},{N52505797,W006500000},{N53101895,W006344077},{N53135536,W006433106},{N53190718,W006351690}}
CML1T;EI;EIDW;ALL;TULSO;CML;{{N52271350,W007284827},{N52505797,W006500000},{N53161042,W006062320},{N53163055,W006001935},{N53151989,W005402610},{N53115912,W005500665}}
GELK1D;EI;EIDW;ALL;DINIL;GELKI;{{N53594930,W005541463},{N53395342,W006103207},{N53385320,W006133601},{N53421183,W006380922},{N53402600,W006272497}}
GELK1R;EI;EIDW;ALL;ROKNA;GELKI;{{N53594930,W005541463},{N53504261,W006015126},{N53420305,W005453619},{N53392175,W005525891}}
LIFY1R;EI;EIDW;ALL;ROKNA;LIFFY;{{N53284828,W005300000},{N53310199,W005395190},{N53420305,W005453619},{N53392175,W005525891}}
MELI1N;EI;EIDW;ALL;NASRI;MELIK;{{N53175423,W007000000},{N53202501,W006513148},{N53135536,W006433106},{N53190718,W006351690}}
MELI1T;EI;EIDW;ALL;TULSO;MELIK;{{N53175423,W007000000},{N53175962,W006265200},{N53163055,W006001935},{N53151989,W005402610},{N53115912,W005500665}}
NENA1N;EI;EIDW;ALL;NASRI;NENAG;{{N53060629,W007000000},{N53190718,W006351690}}
NENA1T;EI;EIDW;ALL;TULSO;NENAG;{{N53060629,W007000000},{N53175962,W006265200},{N53163055,W006001935},{N53151989,W005402610},{N53115912,W005500665}}
KELU1;EN;ENAT;RW11;KOTIX;KELUV;{{N70192700,E023004100},{N70071559,E022393616},{N70054359,E022465597}}
RANA1D;EI;EIDW;ALL;DINIL;RANAR;{{N53402777,W007192944},{N53352805,W006500000},{N53465338,W006325012},{N53402600,W006272497}}
RANA1R;EI;EIDW;ALL;ROKNA;RANAR;{{N53402777,W007192944},{N53352805,W006500000},{N53385320,W006133601},{N53452938,W005495791},{N53392175,W005525891}}
TOLK1N;EI;EIDW;ALL;NASRI;TOLKA;{{N53110390,W005300000},{N53142075,W005523593},{N53101895,W006344077},{N53135536,W006433106},{N53190718,W006351690}}
TOLK1T;EI;EIDW;ALL;TULSO;TOLKA;{{N53110390,W005300000},{N53115912,W005500665}}
VATR1N;EI;EIDW;ALL;NASRI;VATRY;{{N52331600,W005300000},{N52581362,W006013417},{N53080651,W006141144},{N53101895,W006344077},{N53135536,W006433106},{N53190718,W006351690}}
VATR1T;EI;EIDW;ALL;TULSO;VATRY;{{N52331600,W005300000},{N52580557,W005504296},{N52593240,W005515607},{N53023588,W005480168},{N53103265,W005415706},{N53115912,W005500665}}
ALM2D;EK;EKCH;RW30;VEGUD;ALM;{{N55244070,E013332710},{N55214700,E013120100},{N55214700,E013120100}}
ALM2M;EK;EKCH;RW04L;CH93;ALM;{{N55244070,E013332710},{N55230391,E013061769},{N55223054,E012571878},{N55204438,E012295293},{N55252110,E012203449},{N55284100,E012253600}}
ALM2N;EK;EKCH;RW22L;OXS93;ALM;{{N55244070,E013332710},{N55263013,E013070761},{N55280781,E012422108},{N55341376,E012464062},{N55432985,E013010832},{N55480472,E012563213},{N55451259,E012520217},{N55442693,E012505056}}
ALM3A;EK;EKCH;RW04B;VENOM;ALM;{{N55244070,E013332710},{N55290600,E013074600},{N55290600,E013074600}}
ALM3B;EK;EKCH;RW12;DESAS;ALM;{{N55244070,E013332710},{N55364700,E013093800},{N55364700,E013093800}}
ALM3C;EK;EKCH;RW22B;VENOM;ALM;{{N55244070,E013332710},{N55290600,E013074600},{N55290600,E013074600}}
CDA1M;EK;EKCH;RW04L;CH93;CDA;{{N55000540,E012224516},{N55132300,E012285400},{N55204438,E012295293},{N55252110,E012203449},{N55284100,E012253600}}
CDA2N;EK;EKCH;RW22L;OXS93;CDA;{{N55000540,E012224516},{N55133313,E012320600},{N55280781,E012422108},{N55341376,E012464062},{N55432985,E013010832},{N55480472,E012563213},{N55451259,E012520217},{N55442693,E012505056}}
CDA3A;EK;EKCH;RW04B;NEKSO;CDA;{{N55000540,E012224516},{N55135500,E012385800},{N55135500,E012385800}}
CDA3B;EK;EKCH;RW12;KUBIS;CDA;{{N55000540,E012224516},{N55132300,E012285400},{N55132300,E012285400}}
CDA3C;EK;EKCH;RW22B;NEKSO;CDA;{{N55000540,E012224516},{N55135500,E012385800},{N55135500,E012385800}}
CDA3D;EK;EKCH;RW30;KUBIS;CDA;{{N55000540,E012224516},{N55132300,E012285400},{N55132300,E012285400}}
LUGA2A;EK;EKCH;RW04B;KOR;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55262171,E011375351}}
LUGA2C;EK;EKCH;RW22B;KOR;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55262171,E011375351}}
LUGA2M;EK;EKCH;RW04L;CH93;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55233819,E011595994},{N55224165,E012073042},{N55231010,E012171471},{N55252110,E012203449},{N55284100,E012253600}}
LUGA2N;EK;EKCH;RW22L;OXS93;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55341576,E011521100},{N55473853,E012164345},{N55480000,E012353000},{N55504646,E012480837},{N55480472,E012563213},{N55451259,E012520217},{N55442693,E012505056}}
LUGA3B;EK;EKCH;RW12;KOR;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55262171,E011375351}}
LUGA3D;EK;EKCH;RW30;KOR;LUGAS;{{N55194700,E010574700},{N55262171,E011375351},{N55262171,E011375351}}
ROSB2A;EK;EKCH;RW04B;TNO;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55462674,E011262108}}
ROSB2B;EK;EKCH;RW12;TNO;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55462674,E011262108}}
ROSB2C;EK;EKCH;RW22B;TNO;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55462674,E011262108}}
ROSB2D;EK;EKCH;RW30;TNO;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55462674,E011262108}}
ROSB2M;EK;EKCH;RW04L;CH93;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55293876,E011553531},{N55224165,E012073042},{N55231010,E012171471},{N55252110,E012203449},{N55284100,E012253600}}
ROSB2N;EK;EKCH;RW22L;OXS93;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55465956,E011473627},{N55473853,E012164345},{N55480000,E012353000},{N55504646,E012480837},{N55480472,E012563213},{N55451259,E012520217},{N55442693,E012505056}}
ROSB2Z;EK;EKCH;ALL;TNO;ROSBI;{{N55505800,E010555500},{N55462674,E011262108},{N55462674,E011262108}}
SVD1A;EK;EKCH;RW04B;SVD;SVD;{{N56100790,E012342560},{N56100790,E012342560}}
SVD1B;EK;EKCH;RW12;SVD;SVD;{{N56100790,E012342560},{N56100790,E012342560}}
SVD1C;EK;EKCH;RW22B;SVD;SVD;{{N56100790,E012342560},{N56100790,E012342560}}
SVD1D;EK;EKCH;RW30;SVD;SVD;{{N56100790,E012342560},{N56100790,E012342560}}
HTK1;EN;ENAT;RW11;KOTIX;HTK;{{N69553498,E021001090},{N70030463,E022025929},{N70071559,E022393616},{N70054359,E022465597}}
SVD2M;EK;EKCH;RW04L;CH93;SVD;{{N56100790,E012342560},{N56040631,E012295212},{N55413000,E012133333},{N55340000,E012170000},{N55280000,E012151218},{N55252110,E012203449},{N55284100,E012253600}}
SVD2N;EK;EKCH;RW22L;OXS93;SVD;{{N56100790,E012342560},{N56015796,E012385309},{N55564600,E012414239},{N55504646,E012480837},{N55480472,E012563213},{N55451259,E012520217},{N55442693,E012505056}}
AKEL1K;EL;ELLX;ALL;DIK;AKELU;{{N49220100,E006275000},{N49324694,E006203876},{N49514096,E006074671}}
AKEL1M;EL;ELLX;RW06;WLU;AKELU;{{N49220100,E006275000},{N49324694,E006203876},{N49340400,E006031500}}
DISK1K;EL;ELLX;ALL;DIK;DISKI;{{N49341975,E006281380},{N49382230,E006145040},{N49514096,E006074671}}
DISK1M;EL;ELLX;RW06;WLU;DISKI;{{N49341975,E006281380},{N49382230,E006145040},{N49340400,E006031500}}
LNO2K;EL;ELLX;ALL;DIK;LNO;{{N50350929,E005423699},{N49514096,E006074671}}
LNO2M;EL;ELLX;RW06;WLU;LNO;{{N50350929,E005423699},{N49514096,E006074671},{N49340400,E006031500}}
MMD2K;EL;ELLX;ALL;DIK;MMD;{{N49232850,E005072790},{N49331000,E005523800},{N49514096,E006074671}}
MMD2M;EL;ELLX;RW06;WLU;MMD;{{N49232850,E005072790},{N49331000,E005523800},{N49340400,E006031500}}
VETI1K;EL;ELLX;ALL;DIK;VETIL;{{N49455600,E006315700},{N49382230,E006145040},{N49514096,E006074671}}
VETI1M;EL;ELLX;RW06;WLU;VETIL;{{N49455600,E006315700},{N49382230,E006145040},{N49340400,E006031500}}
BOLN1H;EN;ENAL;RW25;MITSU;BOLNI;{{N62553500,E007113600},{N62414800,E006443400},{N62394200,E006344400}}
BOLN1X;EN;ENAL;RW25;MAMON;BOLNI;{{N62553500,E007113600},{N62484275,E006494904},{N62414800,E006443400}}
NEVI1H;EN;ENAL;RW25;MAMON;NEVIG;{{N62210800,E007164300},{N62290053,E007075379},{N62341493,E007020408},{N62404742,E006544424},{N62414800,E006443400}}
NIBV1G;EN;ENAL;RW07;GOKSI;NIBVA;{{N62111700,E006544400},{N62235247,E006243761},{N62211073,E006033111},{N62235467,E005453430},{N62265800,E005450600}}
ROKS1G;EN;ENAL;RW07;GOKSI;ROKSO;{{N62032500,E006372600},{N62102986,E006060564},{N62142708,E005483630},{N62265800,E005450600}}
SOVI1G;EN;ENAL;RW07;GOKSI;SOVIG;{{N62000000,E005491400},{N62135251,E005441097},{N62204500,E005413900},{N62250700,E005400200},{N62265800,E005450600}}
SOVI1V;EN;ENAL;RW07;GOKSI;SOVIG;{{N62000000,E005491400},{N62142708,E005483630},{N62265800,E005450600}}
SOVI2H;EN;ENAL;RW25;MITSU;SOVIG;{{N62000000,E005491400},{N62262397,E006344747},{N62363300,E006524800},{N62414800,E006443400},{N62394200,E006344400}}
SULA1G;EN;ENAL;RW07;GOKSI;SULAD;{{N62000000,E005265500},{N62151615,E005425559},{N62192000,E005471500},{N62265800,E005450600}}
TUVI1G;EN;ENAL;RW07;GOKSI;TUVIG;{{N61444700,E007555600},{N62051200,E006412100},{N62120348,E006152190},{N62162618,E005582989},{N62192000,E005471500},{N62204500,E005413900},{N62250700,E005400200},{N62265800,E005450600}}
TUVI2H;EN;ENAL;RW25;MITSU;TUVIG;{{N61444700,E007555600},{N62210800,E007164300},{N62305364,E007013832},{N62363300,E006524800},{N62414800,E006443400},{N62394200,E006344400}}
EVD3A;EN;ENAN;RW33;AND05;EVD;{{N68272630,E016405417},{N69024472,E016181154},{N69053876,E016161253},{N69083010,E016214528},{N69132742,E016173140}}
KT2A;EN;ENAN;RW33;AND05;KT;{{N68250843,E017175492},{N68594982,E016322953},{N69035247,E016270151},{N69063337,E016232082},{N69083010,E016214528},{N69132742,E016173140}}
SJA3A;EN;ENAN;RW33;AND05;SJA;{{N69094092,E017485709},{N69141741,E016494800},{N69145395,E016413310},{N69110995,E016303952},{N69132742,E016173140}}
SJA3B;EN;ENAN;RW15;OYA6;SJA;{{N69094092,E017485709},{N69141741,E016494800},{N69145395,E016413310},{N69263938,E015590555},{N69222645,E016003054}}
SKG3A;EN;ENAN;RW33;AND05;SKG;{{N68344207,E015020573},{N69041650,E015474828},{N69065263,E015515445},{N69073341,E016022183},{N69083010,E016214528},{N69132742,E016173140}}
SKG3B;EN;ENAN;RW15;OYA6;SKG;{{N68344207,E015020573},{N69041650,E015474828},{N69065263,E015515445},{N69191461,E015405277},{N69244349,E015494711},{N69222645,E016003054}}
TRO3A;EN;ENAN;RW33;AND05;TRO;{{N69421004,E018594831},{N69232116,E016470735},{N69220885,E016392193},{N69110995,E016303952},{N69132742,E016173140}}
TRO3B;EN;ENAN;RW15;OYA6;TRO;{{N69421004,E018594831},{N69232116,E016470735},{N69220885,E016392193},{N69263938,E015590555},{N69222645,E016003054}}
BADI1C;EN;ENAT;RW11;KOTIX;BADIX;{{N69470200,E022134200},{N69474158,E022172045},{N69502191,E022324935},{N70060536,E022374672},{N70054359,E022465597}}
BANS1C;EN;ENAT;RW11;KOTIX;BANSA;{{N70020300,E024164300},{N70091159,E022432913},{N70054359,E022465597}}
BANS1D;EN;ENAT;RW11;ATA;BANSA;{{N70020300,E024164300},{N69583929,E023221854}}
GAPR1C;EN;ENAT;RW11;KOTIX;GAPRO;{{N69102100,E021474600},{N69430519,E022510917},{N70060536,E022374672},{N70054359,E022465597}}
KOMA1C;EN;ENAT;RW11;KOTIX;KOMAG;{{N70170200,E023332700},{N70091159,E022432913},{N70054359,E022465597}}
NAVG1C;EN;ENAT;RW11;KOTIX;NAVGA;{{N70100400,E024063300},{N70091159,E022432913},{N70054359,E022465597}}
RATU1C;EN;ENAT;RW11;KOTIX;RATUL;{{N69570700,E022001100},{N69573908,E022271073},{N70060536,E022374672},{N70054359,E022465597}}
BALA5E;EN;ENBO;RW25;FSK;BALAK;{{N66511100,E014324600},{N67010222,E014470955},{N67155058,E015082561}}
LEBD3D;EN;ENBO;RW07;EKMAN;LEBDO;{{N67383500,E014105700},{N67240429,E013564584},{N67132200,E013492000}}
ROSV5E;EN;ENBO;RW25;FSK;ROSVI;{{N67312300,E015273700},{N67155058,E015082561}}
STT4D;EN;ENBO;RW07;FLV;STT;{{N66553732,E013261895},{N67093904,E013461268}}
FLO1E;EN;ENBR;RW17;INTEL;FLO;{{N61345362,E005011265},{N61000000,E005063600},{N60431200,E005074400},{N60360152,E005081298},{N60310249,E005083284},{N60283500,E005092300}}
FLO1F;EN;ENBR;RW35;OKITO;FLO;{{N61345362,E005011265},{N61000000,E004460000},{N60494802,E004501191},{N60300300,E004581200},{N60242200,E005002800},{N60065900,E005063100},{N60030307,E005074966},{N60035261,E005173986},{N60062000,E005165100}}
LUCK1E;EN;ENBR;RW17;INTEL;LUCKY;{{N59380700,E005051300},{N60042100,E005040200},{N60102100,E005034500},{N60262700,E004593400},{N60301295,E004583442},{N60310249,E005083284},{N60283500,E005092300}}
LUCK1F;EN;ENBR;RW35;OKITO;LUCKY;{{N59380700,E005051300},{N60000010,E005154617},{N60035261,E005173986},{N60062000,E005165100}}
OKLA1F;EN;ENBR;RW35;OKITO;OKLAN;{{N59385700,E005245100},{N59522000,E005210100},{N59585652,E005190603},{N60035261,E005173986},{N60062000,E005165100}}
ROXE2E;EN;ENBR;RW17;INTEL;ROXET;{{N61351500,E007163900},{N61115200,E006223700},{N60541000,E005430400},{N60404300,E005225200},{N60310249,E005083284},{N60283500,E005092300}}
ROXE2F;EN;ENBR;RW35;OKITO;ROXET;{{N61351500,E007163900},{N61040300,E006243400},{N60460000,E005552800},{N60310280,E005313276},{N60244500,E005213700},{N60042400,E005273500},{N60035261,E005173986},{N60062000,E005165100}}
SOLS1E;EN;ENBR;RW17;INTEL;SOLSI;{{N58264000,E007300000},{N59483200,E006022800},{N60020213,E005420357},{N60110600,E005280900},{N60315100,E005183200},{N60310249,E005083284},{N60283500,E005092300}}
SOLS1F;EN;ENBR;RW35;OKITO;SOLSI;{{N58264000,E007300000},{N59483200,E006022800},{N59534698,E005471741},{N59571300,E005371700},{N60010505,E005255543},{N60035261,E005173986},{N60062000,E005165100}}
SOPA1E;EN;ENBR;RW17;INTEL;SOPAR;{{N60174400,E007300000},{N60290700,E006043600},{N60305600,E005343600},{N60315100,E005183200},{N60310249,E005083284},{N60283500,E005092300}}
SOPA1F;EN;ENBR;RW35;OKITO;SOPAR;{{N60174400,E007300000},{N60063200,E006115700},{N60053642,E005520144},{N60050700,E005420500},{N60042400,E005273500},{N60035261,E005173986},{N60062000,E005165100}}
SORO1E;EN;ENBR;RW17;INTEL;SOROX;{{N59493800,E007300000},{N60183500,E006080300},{N60280500,E005324700},{N60315100,E005183200},{N60310249,E005083284},{N60283500,E005092300}}
SORO1F;EN;ENBR;RW35;OKITO;SOROX;{{N59493800,E007300000},{N59570000,E006150000},{N59585961,E005584623},{N60010100,E005415600},{N60024466,E005272264},{N60035261,E005173986},{N60062000,E005165100}}
SOVI1E;EN;ENBR;RW17;INTEL;SOVIG;{{N62000000,E005491400},{N61000000,E005063600},{N60431200,E005074400},{N60360152,E005081298},{N60310249,E005083284},{N60283500,E005092300}}
SOVI1F;EN;ENBR;RW35;OKITO;SOVIG;{{N62000000,E005491400},{N61000000,E005270800},{N60443835,E005244254},{N60244500,E005213700},{N60042400,E005273500},{N60035261,E005173986},{N60062000,E005165100}}
SOXU1E;EN;ENBR;RW17;INTEL;SOXUS;{{N58522200,E007300000},{N59483200,E006022800},{N60020213,E005420357},{N60110600,E005280900},{N60315100,E005183200},{N60310249,E005083284},{N60283500,E005092300}}
SOXU1F;EN;ENBR;RW35;OKITO;SOXUS;{{N58522200,E007300000},{N59483200,E006022800},{N59534698,E005471741},{N59571300,E005371700},{N60010505,E005255543},{N60035261,E005173986},{N60062000,E005165100}}
TINK1F;EN;ENBR;RW35;OKITO;TINKO;{{N61553200,E006383300},{N61251300,E006192200},{N60460000,E005552800},{N60310280,E005313276},{N60244500,E005213700},{N60042400,E005273500},{N60035261,E005173986},{N60062000,E005165100}}
TINK2E;EN;ENBR;RW17;INTEL;TINKO;{{N61553200,E006383300},{N61233300,E006090900},{N60541000,E005430400},{N60404300,E005225200},{N60310249,E005083284},{N60283500,E005092300}}
ZOL1E;EN;ENBR;RW17;INTEL;ZOL;{{N58523021,E005382455},{N59204752,E005120610},{N59380700,E005051300},{N60042100,E005040200},{N60102100,E005034500},{N60262700,E004593400},{N60301295,E004583442},{N60310249,E005083284},{N60283500,E005092300}}
ZOL1F;EN;ENBR;RW35;OKITO;ZOL;{{N58523021,E005382455},{N59385700,E005245100},{N59522000,E005210100},{N59585652,E005190603},{N60035261,E005173986},{N60062000,E005165100}}
ARSU1G;EN;ENCN;RW04;SVA;ARSUD;{{N57445200,E008384600},{N58050419,E007542991}}
ARSU1H;EN;ENCN;RW22;BN1;ARSUD;{{N57445200,E008384600},{N57535922,E008322016},{N58203057,E008211611},{N58182000,E008132400}}
LARE1G;EN;ENCN;RW04;SVA;LAREM;{{N58135700,E007300000},{N58050419,E007542991}}
LOND1G;EN;ENCN;RW04;SVA;LONDU;{{N57445100,E007312300},{N58050419,E007542991}}
LST1G;EN;ENCN;RW04;SVA;LST;{{N58041765,E006411257},{N58045300,E007300000},{N58050419,E007542991}}
OSLO1H;EN;ENCN;RW22;BN1;OSLOX;{{N58352100,E008390600},{N58182000,E008132400}}
RORA1G;EN;ENCN;RW04;SVA;RORAM;{{N57390000,E007591000},{N58050419,E007542991}}
RORA1H;EN;ENCN;RW22;BN1;RORAM;{{N57390000,E007591000},{N58182000,E008132400}}
SOLS1G;EN;ENCN;RW04;SVA;SOLSI;{{N58264000,E007300000},{N58133748,E007444105},{N58050419,E007542991}}
SOLS1H;EN;ENCN;RW22;BN1;SOLSI;{{N58264000,E007300000},{N58251200,E007374800},{N58254559,E008001632},{N58230674,E008143433},{N58182000,E008132400}}
SOXU1H;EN;ENCN;RW22;BN1;SOXUS;{{N58522200,E007300000},{N58283454,E008001547},{N58230674,E008143433},{N58182000,E008132400}}
ANDO4C;EN;ENDU;RW10;SJA;ANDOR;{{N68542600,E017234800},{N69044425,E017404137},{N69094092,E017485709}}
ARNES5;EN;ENDU;RW10;SJA;ARNES;{{N69221400,E018154600},{N69094092,E017485709}}
LAVN3C;EN;ENDU;RW28;MLV;LAVNA;{{N68485200,E017424400},{N68534700,E017572000},{N68594642,E019054700}}
RUST3C;EN;ENDU;RW28;MLV;RUSST;{{N69093700,E019250500},{N69003342,E019200554},{N68594642,E019054700}}
SIRMO3;EN;ENDU;RW28;MLV;SIRMO;{{N68444600,E017563000},{N68484120,E018591892},{N68532597,E019115458},{N68555180,E019154974},{N68594642,E019054700}}
TRO3;EN;ENDU;RW28;MLV;TRO;{{N69421004,E018594831},{N69191755,E019022485},{N69003342,E019200554},{N68594642,E019054700}}
TULD4C;EN;ENDU;RW10;SJA;TULDA;{{N69143700,E018580300},{N69094092,E017485709}}
DRA;EN;ENFG;ALL;LL;DRA;{{N59435972,E010064485},{N61005872,E009174759}}
KLD;EN;ENFG;ALL;LL;KLD;{{N60031801,E008222450},{N61005872,E009174759}}
MES3E;EN;ENGM;RW01B;BGU;MES;{{N61055926,E010383402},{N60450000,E010531900},{N60381500,E010580000},{N60263000,E011060300},{N60082600,E011181400},{N59505530,E011154400}}
MES4F;EN;ENGM;RW19B;SOVIR;MES;{{N61055926,E010383402},{N60450000,E010505200},{N60294200,E010593900}}
SIG3E;EN;ENGM;RW01B;SONER;SIG;{{N60005422,E009374820},{N59591600,E009514700},{N59553700,E010222000},{N59534700,E010371400}}
SIG4F;EN;ENGM;RW19B;SOVIR;SIG;{{N60005422,E009374820},{N60024800,E009524000},{N60093500,E010480400},{N60294200,E010593900}}
SORP3E;EN;ENGM;RW01B;BGU;SORPI;{{N59250000,E011145700},{N59385600,E011152200},{N59505530,E011154400}}
SORP3F;EN;ENGM;RW19B;TOMRA;SORPI;{{N59250000,E011145700},{N59385600,E011152200},{N59505530,E011154400},{N60091100,E011164700},{N60251100,E011311500}}
SUMA3E;EN;ENGM;RW01B;BGU;SUMAK;{{N59571400,E012182600},{N59550300,E011560600},{N59533300,E011411700},{N59505530,E011154400}}
SUMA3F;EN;ENGM;RW19B;TOMRA;SUMAK;{{N59571400,E012182600},{N60001300,E012031900},{N60042400,E011415000},{N60091100,E011164700},{N60251100,E011311500}}
TOR3E;EN;ENGM;RW01B;SONER;TOR;{{N59100880,E010153336},{N59412600,E010310000},{N59534700,E010371400}}
TOR3F;EN;ENGM;RW19B;TOMRA;TOR;{{N59100880,E010153336},{N59394800,E010505200},{N60091100,E011164700},{N60251100,E011311500}}
LUCK2J;EN;ENHD;RW14;HD410;LUCKY;{{N59380700,E005051300},{N59271656,E004591663},{N59250855,E005033554}}
LUCK2Z;EN;ENHD;RW32;HD310;LUCKY;{{N59380700,E005051300},{N59163571,E005354371},{N59142196,E005270094},{N59160237,E005230882}}
SUBE2J;EN;ENHD;RW14;HD410;SUBEK;{{N59253800,E006113800},{N59300259,E005164566},{N59305122,E005060649},{N59271656,E004591663},{N59250855,E005033554}}
SUBE2Z;EN;ENHD;RW32;HD310;SUBEK;{{N59253800,E006113800},{N59163571,E005354371},{N59142196,E005270094},{N59160237,E005230882}}
ZOL5J;EN;ENHD;RW14;HD410;ZOL;{{N58523021,E005382455},{N59082700,E005150900},{N59234154,E004522821},{N59271656,E004591663},{N59250855,E005033554}}
ZOL5Z;EN;ENHD;RW32;HD310;ZOL;{{N58523021,E005382455},{N59082700,E005150900},{N59142196,E005270094},{N59160237,E005230882}}
ARKU1F;EN;ENKB;RW25;TELRO;ARKUD;{{N62551700,E007582500},{N62581237,E008092586},{N63053966,E008170488},{N63074900,E008124800}}
BOLN1V;EN;ENKB;RW07;AVERI;BOLNI;{{N62553500,E007113600},{N63012400,E007151300},{N63024700,E007240100}}
INLA1E;EN;ENKB;RW07;AVERI;INLAS;{{N62390500,E008113800},{N62445800,E008065200},{N62481600,E008041100},{N62511344,E008014458},{N62530551,E008001285},{N62552782,E007275656},{N63001675,E007191795},{N63024700,E007240100}}
INLA1F;EN;ENKB;RW25;TELRO;INLAS;{{N62390500,E008113800},{N62445800,E008065200},{N62481600,E008041100},{N62530551,E008001285},{N62581237,E008092586},{N63053966,E008170488},{N63074900,E008124800}}
ROSE2G;EN;ENVA;RW09;RANAT;ROSEB;{{N63225100,E009433500},{N63261300,E010122200},{N63272700,E010230900},{N63272800,E010331000}}
INLA1V;EN;ENKB;RW07;AVERI;INLAS;{{N62390500,E008113800},{N62503810,E007342797},{N62571600,E007123900},{N63012400,E007151300},{N63024700,E007240100}}
INLA1X;EN;ENKB;RW25;TELRO;INLAS;{{N62390500,E008113800},{N62445800,E008065200},{N63003586,E008233135},{N63050400,E008282100},{N63080300,E008205600},{N63074900,E008124800}}
TINK2V;EN;ENKB;RW07;AVERI;TINKO;{{N61553200,E006383300},{N62455599,E007060791},{N62553500,E007113600},{N63012400,E007151300},{N63024700,E007240100}}
TINK2X;EN;ENKB;RW25;TELRO;TINKO;{{N61553200,E006383300},{N62445800,E008065200},{N63003586,E008233135},{N63050400,E008282100},{N63080300,E008205600},{N63074900,E008124800}}
TURS2X;EN;ENKB;RW25;TELRO;TURSI;{{N63133900,E008345300},{N63080300,E008205600},{N63074900,E008124800}}
TURS3F;EN;ENKB;RW25;TELRO;TURSI;{{N63133900,E008345300},{N63114182,E008200613},{N63100002,E008163348},{N63074900,E008124800}}
ZOL;EN;ENLI;ALL;LST;ZOL;{{N58523021,E005382455},{N58041765,E006411257}}
BIRL2K;EN;ENML;RW25;MOLIB;BIRLU;{{N63060900,E008381000},{N62571389,E007540171},{N62493183,E007581208},{N62482000,E007472000}}
BOLN1J;EN;ENML;RW07;TAT;BOLNI;{{N62553500,E007113600},{N62422300,E006301700},{N62404742,E006544424}}
KVB2K;EN;ENML;RW25;MOLIB;KVB;{{N63070528,E007483794},{N62493183,E007581208},{N62482000,E007472000}}
LANK1J;EN;ENML;RW07;TAT;LANKO;{{N62163200,E007062400},{N62305123,E006431880},{N62344500,E006365700},{N62404742,E006544424}}
SOVI1J;EN;ENML;RW07;TORVI;SOVIG;{{N62000000,E005491400},{N62255872,E006221770},{N62384716,E006390095},{N62401200,E006474100}}
TAT2K;EN;ENML;RW25;MOLIB;TAT;{{N62404742,E006544424},{N62413627,E008022742},{N62493183,E007581208},{N62482000,E007472000}}
TAT2X;EN;ENML;RW25;MOLIB;TAT;{{N62404742,E006544424},{N62571389,E007540171},{N62493183,E007581208},{N62482000,E007472000}}
TOND2K;EN;ENML;RW25;MOLIB;TONDI;{{N62000000,E008422800},{N62445800,E008065200},{N62500100,E008024400},{N62482000,E007472000}}
KVB;EN;ENOL;ALL;TAR;KVB;{{N63070528,E007483794},{N63455888,E009172320},{N63493073,E009253173}}
LVK;EN;ENOL;ALL;TAR;LVK;{{N64262106,E011172239},{N63493073,E009253173}}
RVK;EN;ENOL;ALL;TAR;RVK;{{N64501490,E011084832},{N63493073,E009253173}}
STO;EN;ENOL;ALL;TAR;STO;{{N65573753,E012281001},{N63493073,E009253173}}
TRM;EN;ENOL;ALL;TAR;TRM;{{N63313313,E010532427},{N63470834,E009375781},{N63493073,E009253173}}
ROGMO;EN;ENRO;ALL;RBU;ROGMO;{{N62505200,E011202000},{N62302187,E011332480}}
RORSI;EN;ENRO;ALL;RBU;RORSI;{{N62134600,E011221200},{N62213000,E011272400},{N62302187,E011332480}}
TGA;EN;ENRO;ALL;RBU;TGA;{{N62274187,E010524375},{N62302187,E011332480}}
ETNO1G;EN;ENSO;RW15;SO110;ETNOR;{{N59483200,E006022800},{N59511798,E005491542},{N59572909,E005191510},{N59544600,E005105500},{N59521541,E005141069}}
